"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Event #","FITC-A","PE-A","(Event #%9) - 0.5 + (Event #/(93154 + 1))","Time"
10488.3,64269.5,10695,3551.76,64105.8,3631,433,3816,-8.25,-0.495363,0.669117
12886.4,72237,11691,7531.92,72018.1,6854,442,-1101.6,10.5,-0.495266,0.669117
13347.8,66390.7,13176,5614.56,67651.4,5439,451,175393,-3.75,-0.495169,0.670289
30773.1,83075.8,24276,25223,74743.1,22116,460,133455,59.25,-0.495073,0.671461
8713.6,62684.4,9110,2782.08,63974.2,2850,469,89340.5,-6.75,-0.494976,0.672632
10602.2,63425.7,10955,3702.24,64153.9,3782,478,98492.4,28.5,-0.49488,0.674976
15241,74976.1,13322,9684,70902.8,8951,496,33352.6,30,-0.494686,0.676148
11215.4,71736.3,10246,6557.04,70239,6118,505,19332.7,21.75,-0.49459,0.67732
13989.8,77161.5,11882,9993.6,72682.3,9011,514,10784.9,-6,-0.494493,0.67732
8444.16,63324.9,8739,2892.96,63387.8,2991,532,-1082.16,-2.25,-0.4943,0.680835
11848.3,64761.6,11990,4810.32,64310.3,4902,541,-1269.36,12.75,-0.494203,0.680835
9278.08,66475.2,9147,4589.28,68761.6,4374,550,36920.2,2.25,-0.494107,0.682007
16510.1,69883.4,15483,11819.5,69621.1,11126,559,9370.08,62.25,-0.49401,0.683179
14426.2,72033.4,13125,7977.6,71141.7,7349,568,146537,33.75,-0.493913,0.684351
14841,65850.9,14770,4733.28,65305.3,4750,577,-846.72,30,-0.493817,0.685522
10793,65269.7,10837,3916.8,65299.3,3931,586,99895.7,-25.5,-0.49372,0.686694
12165.8,70638.4,11287,7353.36,69933.2,6891,604,365.76,19.5,-0.493527,0.689038
14673.3,73806.7,13029,7926.48,71819.4,7233,613,42688.8,15,-0.49343,0.69021
11810.6,74033.2,10455,7228.08,71696.6,6607,622,24349,15.75,-0.493334,0.691382
18046.1,81227.2,14560,13127,72955.7,11792,631,48786.5,27,-0.493237,0.692554
15737.6,74873.3,13775,11252.9,70571.2,10450,640,-423.36,43.5,-0.49314,0.693725
18265,71085.7,16839,9285.12,70930.1,8579,649,20831,16.5,-0.493044,0.694897
13263.4,76773.3,11322,7487.28,70399.8,6970,658,21815.3,9.75,-0.492947,0.696069
23338.9,67481.5,22666,10604.9,65062.9,10682,676,-864,23.25,-0.492754,0.697241
18755.2,76197.4,16131,12160.8,70684.7,11275,685,-907.2,37.5,-0.492657,0.698413
11705.6,70801.9,10835,6166.08,70609.9,5723,703,34086.2,-6.75,-0.492464,0.699585
17927.7,74314.3,15810,9146.16,71681.7,8362,712,141426,21.75,-0.492368,0.701928
10627.2,69025.2,10090,7572.24,68552.9,7239,721,63551.5,8.25,-0.492271,0.7031
25749.1,75641.9,22309,16529,73088.7,14821,730,237901,34.5,-0.492174,0.7031
12296.3,72605.8,11099,7430.4,71717,6790,739,4068.72,11.25,-0.492078,0.704272
11960.3,75086.8,10439,7029.36,72172.4,6383,775,83471,14.25,-0.491691,0.707787
16429.4,68397.9,15742,10476,68388.8,10039,784,-901.44,39.75,-0.491595,0.708959
14713,65540.3,14712,4356,64022.2,4459,793,14282.6,-4.5,-0.491498,0.708959
12519,64067.5,12806,4065.12,63826.5,4174,802,33144.5,12.75,-0.491401,0.710131
12247,71445.8,11234,6443.28,71401.2,5914,811,59384.9,30,-0.491305,0.711303
20508.8,71603.3,18771,9894.24,71138.7,9115,820,134040,17.25,-0.491208,0.712475
18485.1,73309.6,16525,8938.8,70973.2,8254,829,-698.4,31.5,-0.491112,0.712475
15361.9,70098.8,14362,8367.12,68870.6,7962,838,-804.24,6,-0.491015,0.713647
15282.6,72013.1,13908,11011,69896.8,10324,856,89138.9,10.5,-0.490822,0.71599
16135,74325.3,14227,7420.32,73827,6587,865,79189.2,11.25,-0.490725,0.71599
11725.4,69947.1,10986,8049.6,68716.8,7677,874,18051.8,2.25,-0.490629,0.718334
17595.5,72306.2,15948,7500.24,71247.4,6899,883,20124,5.25,-0.490532,0.718334
11817,72013.8,10754,6415.2,72015.5,5838,892,98669.5,-1.5,-0.490435,0.719506
8819.84,64010.7,9030,3409.92,64327.2,3474,901,46823.8,12.75,-0.490339,0.719506
10197.8,68147.3,9807,5793.84,70603.4,5378,919,14003.3,11.25,-0.490145,0.721849
11125.8,64737.4,11263,4026.96,64009.4,4123,928,-1288.08,6,-0.490049,0.723021
17667.8,69592.5,16638,7822.08,70348.3,7287,937,94433.8,27,-0.489952,0.723021
11553.3,67135.6,11278,6719.04,70128.8,6279,946,92268,44.25,-0.489856,0.724193
21633.3,73186,19372,11548.8,71530.3,10581,955,-607.68,-21,-0.489759,0.725365
19785,72587.3,17863,9800.64,71564.9,8975,964,55599.1,-3,-0.489662,0.726537
14867.2,72549.3,13430,8827.92,72919.9,7934,982,-884.16,24,-0.489469,0.72888
16254.1,75127.1,14179,9778.32,70959.1,9031,991,117742,24.75,-0.489373,0.730052
22664.3,72953.3,20360,11170.8,71633,10220,1000,32578.6,54.75,-0.489276,0.731224
12650.2,67037,12367,6477.12,68531.6,6194,1009,76678.6,18.75,-0.489179,0.732396
8970.88,65564.4,8967,5545.44,69197.6,5252,1018,-422.64,12,-0.489083,0.733568
15821.4,72778.4,14247,7923.6,70106.8,7407,1027,77022,9,-0.488986,0.73474
8854.4,62382.5,9302,2875.68,64058.7,2942,1036,28599.1,10.5,-0.488889,0.735911
12209.3,63731.4,12555,4400.64,64750.9,4454,1045,-1306.8,0,-0.488793,0.737083
11803.5,64345,12022,4561.92,64239.4,4654,1054,-1027.44,-5.25,-0.488696,0.738255
8211.84,62180.4,8655,2874.24,63594.3,2962,1063,82954.1,7.5,-0.4886,0.738255
18364.2,78038.8,15422,12868.6,73265,11511,1072,36665.3,36.75,-0.488503,0.739427
18883.2,65167.4,18990,8399.52,64495.7,8535,1081,-1103.76,25.5,-0.488406,0.740599
16981.1,73205.8,15202,11039,70829.7,10214,1090,-965.52,45,-0.48831,0.740599
21075.8,82619.1,16718,14260.3,80517.3,11607,1099,-131.04,13.5,-0.488213,0.741771
15744.6,64494.1,15999,5642.64,65265.8,5666,1108,59296.3,4.5,-0.488117,0.742942
22649,77962.2,19039,14335.9,73422.9,12796,1117,-1072.8,32.25,-0.48802,0.744114
18751.4,69986.3,17559,8946,70340.1,8335,1135,28782,5.25,-0.487827,0.746458
23966.1,92838.5,16918,15891.1,90575.8,11498,1144,203648,18,-0.48773,0.746458
20102.4,70012.8,18817,13179.6,71685.5,12049,1153,150428,30.75,-0.487634,0.74763
19078.4,71874.1,17396,10815.8,71060.4,9975,1171,192702,52.5,-0.48744,0.749973
14459.5,72276.6,13111,8007.84,70623.3,7431,1180,20993,25.5,-0.487344,0.751145
22897.3,76072,19726,13823.3,72479.6,12499,1189,172808,15.75,-0.487247,0.752317
22322.6,73418.2,19926,14924.2,70293.9,13914,1225,16242.5,25.5,-0.486861,0.757004
10700.8,63025.8,11127,3479.04,64280.3,3547,1243,47240.6,29.25,-0.486667,0.758176
21528.3,79289.6,17794,13979.5,73824.5,12410,1252,103911,47.25,-0.486571,0.759348
8692.48,62926.1,9053,3413.52,64469.3,3470,1270,-1167.84,12.75,-0.486378,0.761692
19879.7,74087.8,17585,10434.2,72034,9493,1297,31982.4,33,-0.486088,0.765207
10153,67244.5,9895,5217.12,69905.8,4891,1306,69922.1,-1.5,-0.485991,0.765207
7904.64,63083.1,8212,3654,65571.9,3652,1315,108882,-11.25,-0.485894,0.766379
21709.4,79239.8,17955,15471.4,74493.5,13611,1324,19991.5,11.25,-0.485798,0.767551
18812.8,72648.4,16971,11134.8,73046.1,9990,1333,-337.68,35.25,-0.485701,0.768723
25253.8,100726,16431,13192.6,87138.4,9922,1342,216336,18,-0.485605,0.769894
14181.8,73915.7,12574,8622.72,72840.8,7758,1351,159597,41.25,-0.485508,0.771066
29156.5,101882,18755,20790.7,102919,13239,1360,262143,75.75,-0.485411,0.771066
25978.2,138810,12265,17433.4,120709,9465,1369,88498.1,30.75,-0.485315,0.772238
23489.9,72495.2,21235,12727.4,71102.7,11731,1378,34077.6,30.75,-0.485218,0.77341
15385,70711,14259,7660.8,70405,7131,1405,171189,5.25,-0.484928,0.776926
18793.6,74555.5,16520,10522.1,72955.5,9452,1414,7518.96,63,-0.484832,0.778097
12611.2,70961.4,11647,5977.44,71186.2,5503,1423,119462,24,-0.484735,0.779269
14923.5,77186.3,12671,8757.36,74554.7,7698,1450,152523,11.25,-0.484445,0.782785
15001,73795.5,13322,8309.52,71626,7603,1459,140760,-4.5,-0.484349,0.782785
14087,72934.8,12658,7537.68,72881.3,6778,1468,185989,42.75,-0.484252,0.783957
16835.2,77425.4,14250,8943.84,72336.6,8103,1477,30317,11.25,-0.484155,0.785128
14538.2,64823.7,14698,4074.48,65399.2,4083,1486,76676.4,10.5,-0.484059,0.7863
8047.36,63825.7,8263,4037.76,64431.1,4107,1495,-1318.32,15.75,-0.483962,0.787472
14669.4,70451.1,13646,6384.96,71176.2,5879,1504,39841.9,14.25,-0.483866,0.788644
23440.6,83394.3,18421,19344.2,75826.6,16719,1513,58669.2,48.75,-0.483769,0.788644
21053.4,72699.2,18979,12497,71723.1,11419,1522,145553,55.5,-0.483672,0.789816
14939.5,76287.7,12834,8092.08,72746.6,7290,1540,5562,17.25,-0.483479,0.792159
14349.4,65942.4,14261,4356.72,69622.5,4101,1549,111681,5.25,-0.483383,0.793331
15402.2,76383,13215,8311.68,72570.5,7506,1558,112954,1.5,-0.483286,0.794503
13248,64360.3,13490,4682.88,64938.1,4726,1567,-1193.76,9.75,-0.483189,0.794503
11697.9,63573.7,12059,4848.48,63985.1,4966,1576,-1313.28,-27,-0.483093,0.795675
11165.4,64215.7,11395,3494.16,63911,3583,1603,80725.7,6.75,-0.482803,0.798019
19644.8,76519.5,16825,14419.4,72153.4,13097,1612,71279.3,61.5,-0.482706,0.79919
13636.5,75980.3,11762,8854.56,71411.8,8126,1630,137647,13.5,-0.482513,0.801534
10101.1,64158.5,10318,3134.88,64707.9,3175,1639,13977.4,3,-0.482416,0.802706
16000.6,65555,15996,6689.52,64862.3,6759,1648,-1161.36,-12,-0.48232,0.805049
17825.9,69327.6,16851,7967.52,70381.4,7419,1657,-613.44,-8.25,-0.482223,0.805049
18683.5,74926.1,16342,12456.7,71273.2,11454,1675,88491.6,18.75,-0.48203,0.807393
13025.9,71097.4,12007,6496.56,70971.6,5999,1684,-771.84,-1.5,-0.481933,0.808565
22866.6,72510.9,20667,11525.8,71239.5,10603,1693,-205.2,24.75,-0.481837,0.809737
12723.8,65939.4,12646,5535.36,67303.4,5390,1702,35827.9,0,-0.48174,0.809737
9795.84,63726.4,10074,3368.16,63999.9,3449,1711,19216.1,25.5,-0.481643,0.810909
16341.1,74733.5,14330,8838,74001.2,7827,1720,179190,17.25,-0.481547,0.812081
16858.2,76178.8,14503,11591.3,74220.4,10235,1747,35674.6,39.75,-0.481257,0.815596
10780.2,64098,11022,6955.2,65850.3,6922,1765,69761.5,17.25,-0.481064,0.81794
15977.6,74136.8,14124,9166.32,69876,8597,1774,48168.7,9.75,-0.480967,0.81794
17296.6,65690.3,17256,8181.36,66954.8,8008,1783,-912.24,63,-0.480871,0.819112
13813.1,64134.4,14115,5130,64270.6,5231,1801,71751.6,34.5,-0.480677,0.821455
22046.1,69602.7,20758,10415.5,75826.7,9002,1810,75631.7,30,-0.480581,0.822627
12384,65657.9,12361,5327.28,68496.9,5097,1819,148522,-5.25,-0.480484,0.822627
16125.4,69751,15151,7709.76,69846.1,7234,1828,22914.7,17.25,-0.480388,0.823799
13541.1,65209.1,13609,6647.76,65209.9,6681,1855,-835.92,-12,-0.480098,0.827314
9256.32,64479.4,9408,3381.84,65262.7,3396,1864,29543,5.25,-0.480001,0.828486
14631,70138.2,13671,9120.24,69735.6,8571,1873,64101.6,49.5,-0.479904,0.829658
13530.2,73874.7,12003,5761.44,72625.8,5199,1882,149687,-3,-0.479808,0.83083
13077.1,71633.4,11964,5506.56,69937.6,5160,1891,149720,-8.25,-0.479711,0.832002
15771.5,70814.1,14596,8681.04,67857.9,8384,1900,36531.4,9,-0.479615,0.833174
13555.8,74293,11958,8499.6,70421,7910,1909,6117.84,4.5,-0.479518,0.834345
12092.2,64544.1,12278,4777.2,64393,4862,1918,-866.16,10.5,-0.479421,0.835517
17728.6,64926.7,17895,5973.12,64993.3,6023,1927,-1034.64,12,-0.479325,0.836689
10978.6,64482.1,11158,3202.56,64420.8,3258,1936,-935.28,24,-0.479228,0.837861
10501.1,64462.5,10676,3724.56,64370.5,3792,1945,-978.48,24,-0.479132,0.839033
17480.3,65361.5,17527,6109.2,64879.7,6171,1954,23307.8,17.25,-0.479035,0.840204
16929.3,67870.4,16347,7439.76,68421.6,7126,1963,138851,5.25,-0.478938,0.840204
16392.3,75515.8,14226,9517.68,71351,8742,1981,189585,-10.5,-0.478745,0.842548
15241.6,64199.1,15559,4042.08,63939.6,4143,1990,-757.44,-36,-0.478648,0.842548
14974.1,65392.2,15007,6014.88,65742.4,5996,1999,51366.2,-22.5,-0.478552,0.84372
10513.9,64067,10755,3880.8,64436.8,3947,2008,97830.7,-39.75,-0.478455,0.844892
12324.5,64890.9,12447,4722.48,65101.5,4754,2017,53132.4,-7.5,-0.478359,0.846064
11210.9,74296.3,9889,7084.8,71421.2,6501,2026,-451.44,-4.5,-0.478262,0.846064
11901.4,64163.6,12156,4325.04,64375.6,4403,2035,-1028.88,1.5,-0.478165,0.847236
11239.7,64933.3,11344,4273.92,65320.8,4288,2044,30193.9,41.25,-0.478069,0.848407
14782.7,64911.2,14925,3605.04,64481.4,3664,2053,88516.8,0,-0.477972,0.848407
14080.6,74220.9,12433,9809.28,70854.3,9073,2062,101622,30,-0.477876,0.849579
15862.4,65869.9,15782,7428.24,70005.3,6954,2071,-281.52,27,-0.477779,0.850751
17411.8,70656.5,16150,9295.92,71261.8,8549,2080,48795.8,38.25,-0.477682,0.851923
11041.9,68696,10534,6240.96,69252.9,5906,2089,25130.9,-13.5,-0.477586,0.853095
10770.6,67598.1,10442,4723.92,69058,4483,2098,161027,-19.5,-0.477489,0.854267
12348.8,63568.5,12731,4045.68,63399.7,4182,2107,75461.8,-6.75,-0.477393,0.854267
16817.3,72252.3,15254,9004.32,71710.7,8229,2116,140512,20.25,-0.477296,0.855438
11892.5,64083.7,12162,4107.6,62925.6,4278,2125,68894.6,0,-0.477199,0.85661
15115.5,64589.6,15337,5695.92,63301.3,5897,2143,666.72,19.5,-0.477006,0.858954
8855.04,69267.6,8378,5389.2,69813.5,5059,2152,15821.3,20.25,-0.476909,0.858954
11341.4,63289.6,11744,3882.24,62945.7,4042,2161,-734.4,24,-0.476813,0.860126
19773.4,77792.8,16658,14666.4,71804.7,13386,2170,103110,39.75,-0.476716,0.861298
12419.2,64092,12699,3438.72,62774.4,3590,2179,93121.2,-23.25,-0.47662,0.862469
13280.6,66945.6,13001,8053.2,67924.6,7770,2188,52130.9,30,-0.476523,0.863641
19171.2,75387.2,16666,15107.8,70304.8,14083,2197,-72,28.5,-0.476426,0.864813
9739.52,64304.8,9926,3456,63514.4,3566,2215,15743.5,4.5,-0.476233,0.867157
14913.3,70730.7,13818,7085.52,69901.7,6643,2224,39402,19.5,-0.476137,0.867157
12918.4,72083.5,11745,7968.96,68708.6,7601,2233,54246.2,72,-0.47604,0.868329
19902.1,75502.3,17275,13237.9,72423.4,11979,2242,48526.6,26.25,-0.475943,0.8695
16368,73306.5,14633,10159.2,69173.3,9625,2251,117420,48,-0.475847,0.870672
7054.72,63473.1,7284,2957.04,63001.5,3076,2260,35529.8,19.5,-0.47575,0.870672
11402.9,63057.9,11851,3556.08,62413.3,3734,2269,-1185.12,18,-0.475653,0.871844
14242.6,80313.2,11622,10709.3,72191.2,9722,2278,25375.7,0,-0.475557,0.873016
22879.4,79125.2,18950,16703.3,73339.6,14926,2287,22310.6,21,-0.47546,0.873016
11660.2,72104.2,10598,6376.32,69403.5,6021,2296,23987.5,26.25,-0.475364,0.874188
12987.5,65137.4,13067,5461.2,63480.9,5638,2305,30217.7,18,-0.475267,0.875359
12520.3,64782.2,12666,4698.72,62652.2,4915,2314,-1199.52,1.5,-0.47517,0.876531
16350.7,65315.2,16406,6409.44,63934.4,6570,2323,12773.5,27.75,-0.475074,0.877703
17375.4,73022.4,15594,11732.4,68413.1,11239,2332,13896.7,24,-0.474977,0.878875
11489.9,70651.5,10658,5055.12,67528,4906,2359,110684,26.25,-0.474687,0.881219
11966.7,70223,11168,7939.44,68319.2,7616,2368,137665,4.5,-0.474591,0.882391
18285.4,78196.1,15325,12119,71752.9,11069,2395,139261,50.25,-0.474301,0.884734
16475.5,74041,14583,8596.08,71391.8,7891,2404,231569,31.5,-0.474204,0.884734
18183,77364.4,15403,10524.2,72647.6,9494,2422,174728,5.25,-0.474011,0.887078
20536.3,67327.1,19990,8700.48,64254.5,8874,2431,-1046.88,-7.5,-0.473914,0.887078
19032.3,76700.4,16262,13256.6,70621.6,12302,2440,123497,64.5,-0.473818,0.88825
16678.4,73644.8,14842,8441.28,71015.1,7790,2449,33712.6,18.75,-0.473721,0.889422
10799.4,69735.6,10149,6996.24,67816.2,6761,2458,-966.24,21.75,-0.473625,0.889422
15242.9,73076.6,13670,11082.2,69183.2,10498,2467,15649.9,24.75,-0.473528,0.891765
8670.72,64121.5,8862,2817.36,62504.6,2954,2476,103664,-21.75,-0.473431,0.892937
7168,64236.6,7313,2897.28,63081.8,3010,2485,-837.36,4.5,-0.473335,0.894109
13148.2,68251.7,12625,7320.24,68436.4,7010,2512,24578.6,0,-0.473045,0.896453
12380.2,64229.4,12632,5294.88,63426.3,5471,2521,41977.4,-3,-0.472948,0.897624
13729.9,64930.3,13858,4813.2,63776.4,4946,2530,19414.8,23.25,-0.472852,0.898796
25513,68223.3,24508,16113.6,66366.3,15912,2539,41.04,70.5,-0.472755,0.899968
13727.4,65314.1,13774,5572.8,64870.2,5630,2548,17993.5,10.5,-0.472658,0.899968
13276.2,69427.6,12532,7501.68,69224.2,7102,2584,-569.52,28.5,-0.472272,0.903484
20199,73953.3,17900,8768.88,70877.8,8108,2593,108058,9,-0.472175,0.904655
24396.8,75120.7,21284,14335.9,73751.4,12739,2611,69072.5,29.25,-0.471982,0.906999
8197.12,63559.7,8452,3076.56,64211.9,3140,2629,17441.3,21,-0.471789,0.910514
15996.8,64198.8,16330,4625.28,63694.6,4759,2638,48549.6,-25.5,-0.471692,0.910514
17969.3,69947.4,16836,11288.2,68676.3,10772,2656,67025.5,31.5,-0.471499,0.912858
14872.3,72812.8,13386,9455.76,71008.7,8727,2665,76749.1,13.5,-0.471402,0.91403
9885.44,69111.6,9374,7330.32,68103.2,7054,2674,-638.64,33,-0.471306,0.915202
12737.3,65199.6,12803,3633.84,63085.4,3775,2683,-1087.92,15.75,-0.471209,0.915202
11761.9,75261.6,10242,6664.32,71063,6146,2692,67915.4,17.25,-0.471113,0.916374
12659.8,65333.9,12699,4995.36,64065.7,5110,2701,81765.4,5.25,-0.471016,0.917546
18263,75901.2,15769,13584.2,72050.6,12356,2710,139411,57.75,-0.470919,0.918717
10270.1,71488,9415,5295.6,70210.9,4943,2719,28339.9,15,-0.470823,0.919889
16924.8,71001.4,15622,12016.1,72659.7,10838,2728,24786.7,39,-0.470726,0.919889
11450.9,63982,11729,3576.24,62986.4,3721,2737,61667.3,-11.25,-0.47063,0.921061
9210.24,63934.2,9441,3160.8,63993.3,3237,2764,102210,30.75,-0.47034,0.924577
19088,74395,16815,10007.3,73310.7,8946,2791,177608,38.25,-0.47005,0.92692
12545.9,71193.1,11549,6861.6,69945.8,6429,2800,10753.2,27.75,-0.469953,0.928092
8205.44,67219,8000,4026.96,67324.2,3920,2809,-956.88,4.5,-0.469857,0.929264
11589.8,65007.4,11684,3890.88,64999.4,3923,2818,-977.76,-24,-0.46976,0.930436
10739.8,68822.3,10227,6802.56,69931.4,6375,2827,25178.4,-17.25,-0.469663,0.931608
21334.4,72901.2,19179,14159.5,73659.2,12598,2845,53550.7,12,-0.46947,0.933951
14128.6,72548.3,12763,7262.64,70263.4,6774,2854,112665,39,-0.469374,0.933951
12704,72523.5,11480,8278.56,70570.2,7688,2863,3066.48,15,-0.469277,0.936295
14086.4,64701.9,14268,3957.84,64458.5,4024,2881,14883.1,3,-0.469084,0.937467
10085.1,73217.9,9027,5726.88,70402.7,5331,2890,88884.7,31.5,-0.468987,0.938639
18223.4,72376.6,16501,8288.64,72263.5,7517,2899,223719,30,-0.468891,0.938639
12104.3,68592.2,11565,7284.24,69457.3,6873,2908,14461.2,14.25,-0.468794,0.93981
26041,133267,12806,15218.6,128709,7749,2917,64961.3,18.75,-0.468697,0.940982
14881.9,78306,12455,9029.52,71546.2,8271,2926,165249,12.75,-0.468601,0.942154
13147.5,75350.8,11435,6837.84,71930.1,6230,2953,162663,-6.75,-0.468311,0.944498
13207.7,64978.5,13321,4973.04,65536.5,4973,2962,78989.8,29.25,-0.468214,0.945669
14400.6,73806.2,12787,9230.4,72367.9,8359,2971,6863.04,26.25,-0.468118,0.945669
12956.8,65242.9,13015,3975.84,64320.1,4051,2980,54979.2,29.25,-0.468021,0.946841
20118.4,73876.8,17847,15390.7,72216.4,13967,2989,166.32,49.5,-0.467924,0.948013
9121.28,64631,9249,3736.08,64046,3823,2998,66170.2,29.25,-0.467828,0.949185
10571.5,65409.3,10592,4536.72,65488.7,4540,3007,65951.3,0,-0.467731,0.949185
11964.2,63965,12258,3884.4,63043.1,4038,3025,40795.9,-13.5,-0.467538,0.951529
13340.8,75105.5,11641,7590.96,71018,7005,3034,3983.04,-22.5,-0.467441,0.952701
9573.12,63410.6,9894,4417.92,64198,4510,3043,26439.8,-21.75,-0.467345,0.953872
12692.5,74123.5,11222,6986.88,69992.7,6542,3052,-645.12,33,-0.467248,0.955044
12987.5,64412.8,13214,5219.28,63922.8,5351,3061,57590.6,-12.75,-0.467152,0.956216
11415.7,69041.9,10836,6109.92,70101.5,5712,3070,26184.2,-12.75,-0.467055,0.956216
13630.7,64257.1,13902,3534.48,62825,3687,3079,79345.4,4.5,-0.466958,0.957388
12242.6,64278.8,12482,4316.4,63625.6,4446,3088,6554.88,19.5,-0.466862,0.95856
11060.5,64266.3,11279,3474,63773.7,3570,3097,64711.4,15.75,-0.466765,0.959732
27393.9,74105.8,24226,19663.9,71889.7,17926,3106,-98.64,57,-0.466668,0.959732
26888.3,87813.5,20067,18631.4,89682.7,13615,3115,91094.4,15,-0.466572,0.962075
16129.3,73703,14342,9480.24,72159.9,8610,3124,152597,18,-0.466475,0.962075
12787.2,74863.5,11194,8421.84,71503.3,7719,3142,89755.9,15.75,-0.466282,0.964419
10458.9,64724.6,10590,3291.12,64364.9,3351,3151,-997.2,9.75,-0.466185,0.966763
10542.7,69196.6,9985,5924.88,70114.3,5538,3160,48129.8,21.75,-0.466089,0.967934
18685.4,66218,18493,9524.16,67514.9,9245,3169,27646.6,-7.5,-0.465992,0.969106
15688.3,65163.5,15778,3818.16,65265.2,3834,3178,100638,19.5,-0.465896,0.970278
15561.6,74100.5,13763,7151.76,72207.3,6491,3187,56558.2,44.25,-0.465799,0.97145
11336.3,65834,11285,5537.52,64129.2,5659,3196,-1050.48,-2.25,-0.465702,0.972622
13209.6,65908.2,13135,4494.96,65029.1,4530,3205,11756.9,8.25,-0.465606,0.973794
9157.76,72711.8,8254,5635.44,70120.4,5267,3214,-770.4,-11.25,-0.465509,0.974965
14092.2,70704.6,13062,8259.84,72002.8,7518,3223,144035,22.5,-0.465412,0.974965
9971.84,68430.8,9550,5657.04,67988.2,5453,3232,113046,6,-0.465316,0.976137
24127.4,79477.8,19895,14523.8,73563.2,12939,3241,-101.52,32.25,-0.465219,0.977309
9332.48,64604.8,9467,2836.08,63696.1,2918,3250,89447,-1.5,-0.465123,0.978481
11370.2,68970.8,10804,6578.64,69989.9,6160,3259,74989.4,58.5,-0.465026,0.979653
