,variant,ACE2_log10Kd,ACE2_stelog10Kd,fdl_x,fdl_y
168,000000010101000,-8.327741961838434,0.046769662758619816,4.830546855926514,-17.858617782592773
169,000000010101001,-7.7652932803073,,-10.405240058898926,-32.53468322753906
170,000000010101010,-9.147477362025773,0.051058804738048025,-18.53583335876465,3.1960134506225586
171,000000010101011,-8.975504924007517,0.052785075765577005,-19.850536346435547,4.333130836486816
172,000000010101100,-8.49660871277095,0.05299903895112923,18.34702491760254,-15.385357856750488
173,000000010101101,-8.34963426625264,0.0366558566885109,20.6873836517334,-15.559993743896484
174,000000010101110,-9.544961730969199,0.058231888698853325,3.548840045928955,15.001933097839355
175,000000010101111,-9.36842795530216,0.0032724448454501953,0.8537489771842957,17.98126983642578
176,000000010110000,-8.83681926718385,0.07970912929917251,13.759886741638184,-6.2145256996154785
177,000000010110001,-7.980186667606442,0.0069691963596270065,-5.099030494689941,-28.452224731445312
178,000000010110010,-9.30466365362481,0.07643394851135721,-14.861676216125488,5.884464740753174
179,000000010110011,-9.122584323101805,0.06233796289321347,-16.926815032958984,5.673854351043701
180,000000010110100,-8.686312708363076,0.010525916803456605,17.00409698486328,-7.357392311096191
181,000000010110101,-8.300272845969525,0.05270256202765289,12.763617515563965,-16.65485954284668
182,000000010110110,-9.603320788549613,0.014834846019567747,3.875986099243164,14.374428749084473
183,000000010110111,-9.403945969721553,0.047316016344608684,0.5435811877250671,17.36760139465332
184,000000010111000,-8.104687473571996,0.0073577293551281295,8.967644691467285,-22.02733039855957
185,000000010111001,-7.4163640659711065,,-5.794514179229736,-30.09609031677246
186,000000010111010,-9.310048451770406,0.14066754341935628,-15.694981575012207,4.872406482696533
187,000000010111011,-9.060199241407878,0.058837414413352114,-18.261554718017578,4.372018814086914
188,000000010111100,-8.089567966153375,0.053335117503371166,10.955435752868652,-21.793672561645508
189,000000010111101,-7.944838328688563,0.053087474712616434,13.257513999938965,-21.76409912109375
190,000000010111110,-9.562289630664212,0.001381263314387482,3.8763909339904785,13.406455993652344
191,000000010111111,-9.411979274085844,0.002136212867883458,0.5985830426216125,17.74889373779297
192,000000011000000,-9.102664260575713,0.06464632210174326,12.156856536865234,-4.804577350616455
193,000000011000001,-8.689278497356135,0.04574159126497879,10.076011657714844,-15.677950859069824
194,000000011000010,-9.403531045259244,0.03059939679421486,-13.947208404541016,6.745445728302002
195,000000011000011,-9.143881238177665,0.07144663534867579,-15.24621868133545,5.011115074157715
196,000000011000100,-8.997771190725512,0.04107815487546507,18.681432723999023,-5.1043500900268555
197,000000011000101,-8.699087109335679,0.02102254674503268,15.088176727294922,-12.709468841552734
198,000000011000110,-9.663537083256896,0.055895374830976514,2.898176908493042,12.354297637939453
199,000000011000111,-9.47726833098065,0.02828757288925665,0.43296629190444946,16.806352615356445
200,000000011001000,-8.655477518458103,0.0010522842160538561,7.511497974395752,-18.436866760253906
201,000000011001001,-7.95845037077399,,-9.218106269836426,-32.33024978637695
202,000000011001010,-9.237776019537458,0.07392348186271391,-16.78825569152832,4.34539270401001
203,000000011001011,-9.165833115618101,0.061129132889870874,-18.655086517333984,4.912464141845703
204,000000011001100,-8.863058050391096,0.002497490856004703,18.98183250427246,-11.734519958496094
205,000000011001101,-8.840899984764016,0.07117496522892708,19.87164306640625,-11.770216941833496
206,000000011001110,-9.628807165208505,0.0531638254625264,3.1912403106689453,13.912239074707031
207,000000011001111,-9.475679848731406,0.013937045810927806,0.47871437668800354,16.904796600341797
208,000000011010000,-8.973838517888618,0.005996030785916595,14.392088890075684,-6.031407356262207
209,000000011010001,-8.126545786622621,0.1982423036650576,-0.49953827261924744,-25.690696716308594
210,000000011010010,-9.457625059577582,0.06405136394040413,-13.392871856689453,7.109316349029541
211,000000011010011,-9.212118701619367,0.1292081066469688,-16.792470932006836,5.4927978515625
212,000000011010100,-8.873672410355773,0.01391756673757083,17.436336517333984,-6.721714973449707
213,000000011010101,-8.58429461327133,0.03490039870141892,13.477787017822266,-16.12750244140625
214,000000011010110,-9.622249564250776,0.0597607500191355,3.1237480640411377,13.993422508239746
215,000000011010111,-9.415840630228818,0.02010013377830866,-0.2550290524959564,16.840717315673828
216,000000011011000,-8.30133987261117,0.0180012721177496,8.515657424926758,-21.00322723388672
217,000000011011001,-7.605975323171934,0.061161337782889014,-7.141022682189941,-31.138769149780273
218,000000011011010,-9.345309240526511,0.08910019389762969,-15.983315467834473,4.542426109313965
219,000000011011011,-9.147211846748457,0.0719450618498021,-19.14250373840332,4.483150005340576
220,000000011011100,-8.415239184498708,0.08705763572183932,13.2160062789917,-18.219423294067383
221,000000011011101,-8.435160166629307,0.0746258092860117,13.074687957763672,-18.664356231689453
222,000000011011110,-9.580581566685936,0.024163834778847537,2.682229995727539,14.65687084197998
223,000000011011111,-9.48555068161252,0.0046259432113062715,0.02290106937289238,17.13562774658203
228,000000011100100,-8.904426577107786,0.03628020139904553,20.854494094848633,-4.240352630615234
229,000000011100101,-8.745381247407852,0.037479396336807184,19.31841468811035,-9.268587112426758
230,000000011100110,-9.635160348080207,0.019476516397419985,4.091965198516846,13.378013610839844
231,000000011100111,-9.499003083412985,0.04444024068040342,1.4519487619400024,17.2359561920166
232,000000011101000,-8.224625238510956,0.04196641307884441,8.341381072998047,-20.448026657104492
233,000000011101001,-7.6216538822332724,,-10.400201797485352,-33.281436920166016
234,000000011101010,-9.263997761173952,0.08686945268832069,-16.960872650146484,3.8787903785705566
235,000000011101011,-9.002737015025335,0.03532984140491546,-20.075607299804688,4.419318675994873
236,000000011101100,-8.497416596520042,0.08656235159076875,18.466564178466797,-15.362445831298828
237,000000011101101,-8.307969938232763,0.012051430524357087,20.434568405151367,-15.580437660217285
238,000000011101110,-9.616238095558648,0.03406013786027806,4.003969192504883,14.225775718688965
239,000000011101111,-9.406044448115978,0.018000389815080453,0.6714709997177124,18.705482482910156
240,000000011110000,-8.925744506065664,0.06233845728052322,13.961785316467285,-6.049238204956055
241,000000011110001,-7.979415485348938,0.05863338381169525,-5.246599197387695,-28.431739807128906
242,000000011110010,-9.388481632604627,0.039237053084370636,-13.490894317626953,6.784457683563232
243,000000011110011,-9.201171705718687,0.08673405537695622,-17.32066535949707,5.477860450744629
244,000000011110100,-8.750711925933759,0.010567309729125007,17.057844161987305,-7.0697784423828125
245,000000011110101,-8.380745200642021,0.013085638715336856,13.121302604675293,-16.320188522338867
246,000000011110110,-9.61503447386076,0.052712571965603416,3.813692092895508,14.076433181762695
247,000000011110111,-9.446013826395511,0.04837579754816535,0.5142245888710022,16.888383865356445
248,000000011111000,-8.075763906384957,0.005650879884012028,9.05616569519043,-21.601394653320312
249,000000011111001,-7.69162759196258,0.14199433050914667,-9.263569831848145,-32.25897216796875
250,000000011111010,-9.27737295152345,0.1256583904080788,-15.554325103759766,4.358044147491455
251,000000011111011,-9.047465088369618,0.06461883002504988,-17.962656021118164,4.527408123016357
252,000000011111100,-8.04104899295037,0.014436553202442859,11.127925872802734,-21.504634857177734
253,000000011111101,-8.044151916723358,0.05034982606606109,11.554513931274414,-21.420778274536133
254,000000011111110,-9.562071782832964,0.05953983900477944,3.9232072830200195,13.275689125061035
255,000000011111111,-9.37470379071735,0.07405079903340095,0.48901790380477905,18.272897720336914
256,000000100000000,-8.778007772022166,0.07539166502856176,26.262147903442383,-4.834870338439941
257,000000100000001,-7.641598845026506,,13.685771942138672,-30.356163024902344
258,000000100000010,-9.021583226620075,0.0246643378933582,-19.155784606933594,14.798274993896484
259,000000100000011,-8.780458847530689,0.03975886873628642,-27.163511276245117,11.239320755004883
260,000000100000100,-8.157613877365643,0.07520464118725201,27.217809677124023,-7.505125522613525
261,000000100000101,-7.678439557002638,0.0113553714222423,19.149553298950195,-24.68791961669922
262,000000100000110,-9.026675498442122,0.028955997979580594,-17.405227661132812,17.068750381469727
263,000000100000111,-8.821602195853051,0.019535881402035216,-16.40947914123535,19.253000259399414
264,000000100001000,-7.700328863145642,0.023041515375331837,24.96273422241211,-24.133136749267578
266,000000100001010,-8.738610170972285,0.06428651954737141,-30.093881607055664,-3.464456796646118
267,000000100001011,-8.256206153696597,0.01623175999269311,-34.38356018066406,-4.5880537033081055
268,000000100001100,-8.136455295254146,0.07080522755914931,28.39988899230957,-11.60300064086914
269,000000100001101,-7.966447716693136,0.05215679531071782,26.598066329956055,-13.945732116699219
270,000000100001110,-9.152173626204409,0.04577632339998328,-7.664617538452148,24.22167205810547
271,000000100001111,-8.978038656221578,0.05643657811873304,-8.38457202911377,24.286802291870117
272,000000100010000,-8.4808865376644,0.007421763281437066,29.301464080810547,-5.054865837097168
273,000000100010001,-7.452835619955591,,8.868806838989258,-32.01813888549805
274,000000100010010,-9.056613558288907,0.032544047222663686,-21.10248565673828,12.356049537658691
275,000000100010011,-8.699602738858784,0.1029789958963896,-25.847209930419922,8.657776832580566
276,000000100010100,-8.160463724889564,0.0637619378641503,27.13363265991211,-5.695001602172852
277,000000100010101,-7.668185303754037,0.06016551522921443,20.155141830444336,-23.933757781982422
278,000000100010110,-9.134379084220086,0.1306247396440794,-12.750219345092773,18.78260612487793
279,000000100010111,-8.97955475638775,0.024637459703487075,-14.558308601379395,21.469785690307617
280,000000100011000,-7.709813841822134,0.09229172346376613,25.111129760742188,-23.803329467773438
282,000000100011010,-8.670526673848304,0.06044838363009575,-30.374393463134766,-3.7735893726348877
283,000000100011011,-8.21629054005459,0.03769541730389836,-35.006465911865234,-4.9663872718811035
284,000000100011100,-7.9547389026296615,0.013494970810880693,27.193429946899414,-16.571338653564453
285,000000100011101,-7.838396423953236,,26.209735870361328,-19.116710662841797
286,000000100011110,-9.26271167880448,0.05536206363153795,-6.270133972167969,23.704864501953125
287,000000100011111,-9.04990199888125,0.035268976769673444,-9.34217643737793,25.679611206054688
292,000000100100100,-8.814226582372887,0.02475762641814949,25.96023941040039,-0.2886751592159271
293,000000100100101,-8.449092063893263,0.08322444993636148,29.8675479888916,-6.890442848205566
294,000000100100110,-9.470061403833352,0.04757210315083782,5.429720878601074,20.896202087402344
295,000000100100111,-9.297672699300794,0.045712681520583935,3.6342761516571045,21.757112503051758
296,000000100101000,-7.884503211755358,,24.26788902282715,-23.72583770751953
298,000000100101010,-8.816092309450767,0.042312771673627125,-31.56166648864746,-5.92421817779541
299,000000100101011,-8.212020061607179,0.03522510314230942,-35.66728591918945,-5.2603325843811035
300,000000100101100,-8.082885518530594,0.005695753954812588,28.984840393066406,-12.332530975341797
301,000000100101101,-8.088622969488203,0.022148673492846882,29.133302688598633,-11.84799861907959
302,000000100101110,-9.445774480710506,0.011441392461335909,4.846779823303223,21.001264572143555
303,000000100101111,-9.305780302753634,0.08951265187166779,3.445178747177124,21.609153747558594
304,000000100110000,-8.298390186992918,0.14989933496806265,32.37681198120117,-5.311853408813477
305,000000100110001,-7.581323458465442,,3.4187941551208496,-35.45498275756836
306,000000100110010,-8.997777236105609,0.03211064230132177,-23.552692413330078,9.643207550048828
307,000000100110011,-8.613391016702394,0.035224228080493525,-26.909194946289062,5.552394390106201
308,000000100110100,-8.281492505546321,0.08209902593434215,32.48982238769531,-5.064453601837158
309,000000100110101,-8.076383429137124,0.1618146295463676,32.220672607421875,-14.621272087097168
310,000000100110110,-9.439124920685632,0.07361863705653082,4.744171142578125,20.883094787597656
311,000000100110111,-9.274126659190873,0.10236439564401056,3.391775131225586,21.767833709716797
312,000000100111000,-7.66366513596392,0.10477250688329454,26.518037796020508,-23.219987869262695
314,000000100111010,-8.527426973146504,0.020536316883199568,-31.25187873840332,-3.9076297283172607
315,000000100111011,-8.191051899843833,0.058520678526077674,-34.859249114990234,-4.533200263977051
316,000000100111100,-7.7237257070774055,,27.55624771118164,-21.471765518188477
317,000000100111101,-7.772327641613347,,27.518333435058594,-19.878192901611328
318,000000100111110,-9.3605485286821,0.03709255659829935,3.467587471008301,22.481660842895508
319,000000100111111,-9.23394340475615,0.1022431405033899,2.5564961433410645,20.839197158813477
320,000000101000000,-8.626791547634138,0.03565626561795021,27.278478622436523,-4.250272274017334
321,000000101000001,-7.644084083309767,,13.660999298095703,-30.40733528137207
322,000000101000010,-9.036434689193328,0.1445946717942439,-20.964134216308594,13.293867111206055
323,000000101000011,-8.697933307473715,0.07106841161960276,-25.343809127807617,9.708515167236328
324,000000101000100,-8.185934196980027,0.04221391326620605,27.465587615966797,-10.543770790100098
325,000000101000101,-7.784556342171228,0.13790139614141994,20.245485305786133,-22.78959083557129
326,000000101000110,-9.060064085509467,0.08505947234638532,-16.396129608154297,17.554603576660156
327,000000101000111,-8.921059028964336,0.02355310092468077,-13.96960163116455,20.509206771850586
328,000000101001000,-7.8375214957113615,0.0012147914014049024,25.43526268005371,-25.20819091796875
330,000000101001010,-8.775810747943456,0.006382733156192978,-30.20762825012207,-3.751115322113037
331,000000101001011,-8.179025253121573,0.00944204127566639,-34.536258697509766,-4.115201473236084
332,000000101001100,-8.144912150601657,0.052378655707133966,27.289291381835938,-11.719600677490234
333,000000101001101,-8.126543058761513,0.05320258604595995,23.239891052246094,-9.53903579711914
334,000000101001110,-9.21544630371483,0.09984785094623394,-7.016878604888916,23.503957748413086
335,000000101001111,-9.0179065251335,0.02161781165437926,-8.249454498291016,24.457300186157227
336,000000101010000,-8.42205771059475,0.039773024362420806,29.534835815429688,-5.87329626083374
337,000000101010001,-7.734506774362003,,9.774345397949219,-31.01959800720215
338,000000101010010,-9.093407277318569,0.13748175093242487,-21.553634643554688,11.481606483459473
339,000000101010011,-8.717960259601286,0.04464200865728252,-25.364540100097656,8.834504127502441
340,000000101010100,-8.085220721323099,0.14005388488275816,27.81017303466797,-10.740571975708008
341,000000101010101,-7.7939029797333,,20.960941314697266,-22.53484344482422
342,000000101010110,-9.19560246507391,0.07051855651036831,-12.355189323425293,19.587373733520508
343,000000101010111,-8.980274115515412,0.013895004550720458,-14.436456680297852,21.32132911682129
344,000000101011000,-7.739999734935992,0.02681825773999646,25.524248123168945,-23.9791202545166
346,000000101011010,-8.69777615430184,0.03881562420547091,-30.698532104492188,-3.7794363498687744
347,000000101011011,-8.310079257690282,0.05957443550369668,-34.33843994140625,-4.077597141265869
348,000000101011100,-7.922900517637744,0.04395855905945023,24.14856719970703,-14.948348999023438
349,000000101011101,-7.786346587220931,0.0715193664375926,23.08220672607422,-20.78687286376953
350,000000101011110,-9.25424348101399,0.043937372498898064,-6.685388088226318,24.80774688720703
351,000000101011111,-9.138971610972137,0.0871523367248086,-7.246375560760498,24.33893585205078
356,000000101100100,-8.773839322864452,0.0009288017524546887,26.376070022583008,0.3441711664199829
357,000000101100101,-8.498329356232464,0.052481038177387695,30.126182556152344,-6.6092424392700195
358,000000101100110,-9.473487258300914,0.009986274260678664,5.446493148803711,20.757726669311523
359,000000101100111,-9.311383892450591,0.05969006979067615,3.7523012161254883,22.466270446777344
360,000000101101000,-7.894824112085211,0.13283588479482855,25.025497436523438,-24.132890701293945
362,000000101101010,-8.69917936864282,0.031096583628137612,-31.58941078186035,-5.025544166564941
363,000000101101011,-8.288893281059384,0.13444401012376694,-34.74421310424805,-4.890888214111328
