Term	Coefficient	Standard Error	p-value	95% CI lower	95% CI upper
"5,12,13,14,15"	0.11979593	0.017588582	9.91E-12	0.042131292	0.197460569
"5,7,10"	0.116068865	0.050651974	0.021942811	-0.107591416	0.339729145
"4,10,11,15"	0.115578413	0.037792941	0.002229018	-0.05130116	0.282457986
"10,11,14"	0.114909538	0.068669994	0.094269001	-0.188311619	0.418130696
"5,8,13,15"	0.113514787	0.029731495	0.000134859	-0.017768439	0.244798013
"5,8,11,12"	0.113381839	0.030664032	0.000218147	-0.022019126	0.248782803
"11,13,14,15"	0.110900229	0.031016779	0.000350219	-0.026058332	0.247858791
"2,8,10"	0.109527965	0.048564802	0.024123284	-0.104916143	0.323972073
"6,10,11,14"	0.109172049	0.036862455	0.003063228	-0.053598844	0.271942941
"4,5,15"	0.108975525	0.03819176	0.004329211	-0.059665084	0.277616133
4	0.108159164	0.040656554	0.007811708	-0.071365059	0.287683388
"7,9,10,15"	0.107699679	0.032299163	0.000855931	-0.034921413	0.250320771
"4,7,8"	0.107012493	0.037656862	0.004489827	-0.059266209	0.273291195
"5,7,13,14"	0.106982382	0.029480054	0.000285107	-0.023190577	0.23715534
"4,5,10"	0.105766875	0.050261798	0.035360403	-0.116170537	0.327704286
"10,11,15"	0.104963294	0.074010772	0.156139851	-0.221840752	0.431767341
"2,3,4,7"	0.10444039	0.029145722	0.000339803	-0.02425628	0.233137061
"2,3,5"	0.104295034	0.037745653	0.005729635	-0.062375736	0.270965803
"5,7,12,13,14"	0.103705053	0.017544198	3.44E-09	0.026236398	0.181173709
"8,11,13,15"	0.103136096	0.030835827	0.000824956	-0.03302345	0.239295643
"6,13,14"	0.102763645	0.037822531	0.006592215	-0.064246587	0.269773877
"6,8,11,13,14"	0.101876135	0.017689421	8.55E-09	0.023766231	0.17998604
"5,6,14,15"	0.101619472	0.029444349	0.000558928	-0.028395823	0.231634766
"11,13"	0.101315805	0.042449317	0.017005434	-0.086124595	0.288756204
"4,5,7"	0.098656505	0.037810394	0.009079598	-0.068300134	0.265613143
"4,5,10,12,14"	0.098340132	0.017467671	1.82E-08	0.021209392	0.175470871
"2,7,11"	0.098231116	0.037946951	0.009640979	-0.069328508	0.265790739
"6,7,14"	0.096694381	0.037659019	0.010245344	-0.069593842	0.262982605
"5,11,13,14"	0.095592278	0.030713717	0.001858013	-0.040028077	0.231212633
"2,4,8,13"	0.09551212	0.029347523	0.001137325	-0.034075627	0.225099867
"10,14"	0.095203788	0.07588453	0.209640066	-0.239874077	0.430281653
"8,11"	0.095009652	0.04130835	0.021455677	-0.087392661	0.277411965
"1,4,14"	0.094816523	0.037555254	0.011585071	-0.071013515	0.26064656
"10,13,14,15"	0.094705255	0.038515073	0.013942418	-0.075362984	0.264773493
"7,8,9,14"	0.094139787	0.02911125	0.001223136	-0.034404668	0.222684242
"7,11,15"	0.093058301	0.038703327	0.016206128	-0.077841199	0.263957801
"7,8,13,15"	0.092698031	0.029657576	0.001776364	-0.038258794	0.223654857
"6,12,14,15"	0.092401646	0.029597158	0.001798426	-0.038288398	0.223091689
"2,7,15"	0.09205924	0.03826471	0.016141888	-0.07690349	0.26102197
"1,5,10,11"	0.091456633	0.037856506	0.015704407	-0.075703621	0.258616887
"5,9,11,13"	0.091116453	0.030624616	0.002930078	-0.044110463	0.226343369
"6,10,15"	0.090926383	0.050098326	0.06954208	-0.130289197	0.312141963
"6,12,13,15"	0.09044323	0.030725089	0.003246833	-0.045227337	0.226113796
"1,12,13,15"	0.090377822	0.030750946	0.00329542	-0.045406919	0.226162563
"2,11,14"	0.090001905	0.037744479	0.017109405	-0.07666368	0.256667489
"7,8"	0.089475218	0.041269794	0.030163693	-0.092756844	0.271707281
"6,10"	0.08845017	0.070973864	0.212689336	-0.224944021	0.401844362
"7,10,12,15"	0.088378356	0.037372202	0.01804654	-0.076643391	0.253400103
"4,10,14,15"	0.08815221	0.032356154	0.006445585	-0.054720533	0.231024953
"5,6,7"	0.087609186	0.037844196	0.020621051	-0.079496713	0.254715086
"3,10,12"	0.086322436	0.062599982	0.167921377	-0.190095807	0.362740679
"8,10,13,15"	0.085658622	0.037877274	0.023738095	-0.081593336	0.252910581
"5,11,12"	0.085527224	0.039250265	0.029339134	-0.087787353	0.2588418
"6,8,10,13"	0.085478685	0.037166691	0.021463463	-0.078635601	0.24959297
"6,8,14"	0.084264365	0.037586589	0.024978169	-0.081704034	0.250232764
"7,11,13"	0.083973102	0.039173978	0.032074906	-0.089004617	0.256950821
"5,8,12,13"	0.08386952	0.030650644	0.006217653	-0.051472325	0.219211364
"4,5,8,12"	0.083582964	0.029426679	0.004509559	-0.046354308	0.213520236
"2,10,13"	0.08298709	0.058816259	0.158270159	-0.17672364	0.34269782
"7,11,12,14,15"	0.08266796	0.017483338	2.28E-06	0.00546804	0.159867879
"5,10,13,14"	0.08258354	0.037875053	0.029235461	-0.084658613	0.249825692
"1,6,7"	0.082292886	0.03768632	0.028998749	-0.08411589	0.248701662
"9,10,11"	0.082070012	0.066512365	0.217249321	-0.211623858	0.375763881
"2,10,11"	0.081987461	0.058782677	0.163101789	-0.177574982	0.341549904
"6,7,10,12"	0.081500061	0.037064573	0.027896379	-0.082163313	0.245163435
"5,10,11,12"	0.081204672	0.060288063	0.178010145	-0.185004998	0.347414343
"5,10,11,13"	0.08119963	0.060721975	0.18115749	-0.186926031	0.34932529
"2,7,13"	0.080879268	0.03786743	0.032700924	-0.086329221	0.248087756
"4,7,9,15"	0.080139796	0.029352416	0.006332758	-0.049469557	0.209749149
"3,4,5,9"	0.08012784	0.02913579	0.005960985	-0.048524973	0.208780652
"8,9,11,14"	0.07962435	0.029323817	0.006625104	-0.049858721	0.209107422
"4,13,14,15"	0.079482716	0.029595524	0.00724396	-0.051200112	0.210165544
"3,8,11,12"	0.079247026	0.030477979	0.009323957	-0.055332396	0.213826448
"5,9,12"	0.079213168	0.037960644	0.036923562	-0.088406921	0.246833257
"3,9,12"	0.07917384	0.037805157	0.036246684	-0.087759675	0.246107356
"2,12,14,15"	0.078902719	0.02958003	0.007648184	-0.051711695	0.209517133
"4,11,14,15"	0.078029245	0.02961462	0.008423258	-0.052737904	0.208796394
"6,10,12,14"	0.07778326	0.036587568	0.033517228	-0.083773836	0.239340356
"8,10,11,14,15"	0.077769504	0.017765741	1.21E-05	-0.000677403	0.156216411
"4,7,10,12,13"	0.077658549	0.022179643	0.000463713	-0.020278509	0.175595607
"7,8,12,13,15"	0.076853337	0.017545194	1.19E-05	-0.000619715	0.154326388
"4,10,11,12,14"	0.07680276	0.021543462	0.000364504	-0.018325157	0.171930678
"8,11,14,15"	0.075090518	0.029601453	0.011195663	-0.055618492	0.205799529
"9,10,11,12,13"	0.073698536	0.045532575	0.10554809	-0.127356383	0.274753455
"1,2,3"	0.073694637	0.037570079	0.04982876	-0.092200862	0.239590135
"4,5,11,12"	0.073659202	0.030699919	0.016432316	-0.061900224	0.209218627
"7,8,10,14"	0.072702039	0.031924632	0.022776454	-0.068265264	0.213669342
"1,2,4"	0.072260389	0.037556692	0.054361364	-0.093575997	0.238096774
"2,3,4,14"	0.071623163	0.029087867	0.013811361	-0.05681804	0.200064366
"6,15"	0.071612092	0.041564626	0.084917056	-0.111921841	0.255146024
"1,3,14"	0.071144067	0.037559784	0.058215745	-0.094705975	0.236994109
"8,9,12,13"	0.071129033	0.030648067	0.020303761	-0.064201436	0.206459501
"3,5,12,15"	0.070935064	0.029792649	0.017274982	-0.060618197	0.202488325
"4,7,13,14"	0.070823147	0.02942874	0.016108979	-0.059123227	0.200769521
"4,15"	0.069902354	0.041492193	0.092056634	-0.113311743	0.253116452
"4,6,7"	0.068964526	0.037673801	0.067176481	-0.097388972	0.235318024
"3,7,9,13"	0.068231349	0.029377863	0.020211581	-0.061490369	0.197953068
"2,12,13,15"	0.068115691	0.030635375	0.026195411	-0.067158734	0.203390115
"9,11,13,14"	0.068112405	0.030501687	0.025553001	-0.066571703	0.202796512
"5,12,13,14"	0.067853026	0.03063656	0.026784493	-0.067426631	0.203132682
"4,9,11"	0.067506136	0.0377723	0.073919314	-0.099282297	0.234294568
"3,4,7"	0.067467512	0.037685853	0.073423873	-0.0989392	0.233874224
"6,10,12,13"	0.067415059	0.051415372	0.189807169	-0.159616108	0.294446225
"7,14"	0.067366764	0.041302609	0.102891433	-0.115010197	0.249743726
"1,4,11"	0.067356418	0.037784573	0.074656322	-0.099486207	0.234199043
"6,10,13,14"	0.067165183	0.036931187	0.068975461	-0.095909205	0.23023957
"5,6,7,13,15"	0.06698349	0.016806913	6.75E-05	-0.00722959	0.141196569
"3,10,15"	0.066965763	0.050211092	0.182319185	-0.154747746	0.288679272
"6,7,15"	0.066788139	0.038208879	0.08048056	-0.101928062	0.235504341
"1,13,14"	0.066522746	0.037770781	0.078212801	-0.100258978	0.23330447
"4,7,9,10"	0.066321875	0.031905299	0.037653996	-0.07456006	0.207203811
"1,2,3,10"	0.066238951	0.031811315	0.037330086	-0.074227987	0.206705888
"6,8,12"	0.065877959	0.037829286	0.081616152	-0.101162101	0.232918018
"1,8,13,14,15"	0.065368018	0.016888552	0.000108861	-0.009205549	0.139941584
"4,7,8,12,15"	0.065253065	0.016758752	9.90E-05	-0.008747351	0.139253481
"2,6,12,13"	0.065250029	0.030399759	0.031850564	-0.068984004	0.199484061
"1,7,12,14"	0.064740064	0.029423994	0.027798325	-0.065185351	0.194665479
"4,10,12,14,15"	0.06463844	0.017501127	0.00022175	-0.012640028	0.141916908
"7,8,10,12"	0.064364459	0.037256469	0.084071244	-0.100146256	0.228875174
"5,8,10,15"	0.064253548	0.032483975	0.047938651	-0.079183609	0.207690704
"6,9,12,15"	0.063978878	0.029549226	0.03038452	-0.066499515	0.194457271
"4,7,8,10,12"	0.063725268	0.017451375	0.000261145	-0.013333516	0.140784052
"1,8,13"	0.063511962	0.037732617	0.092346517	-0.103101245	0.230125168
"3,4,10,13"	0.062982005	0.037043048	0.089098377	-0.100586321	0.22655033
"1,12,14,15"	0.06283511	0.029607544	0.033824986	-0.067900796	0.193571017
"5,7,12,14,15"	0.062712811	0.016766916	0.000184226	-0.011323657	0.136749278
"4,5,7,10,11"	0.062672186	0.017604292	0.000371459	-0.015061824	0.140406195
"5,10,11,14"	0.062535448	0.037813751	0.098185534	-0.104436015	0.22950691
"1,3,7,11"	0.062485867	0.029426708	0.033726587	-0.067451532	0.192423267
"8,10,12,14,15"	0.062382327	0.017508637	0.000367388	-0.014929303	0.139693958
"1,4,12,15"	0.062183558	0.029573764	0.035505353	-0.068403185	0.192770302
"2,3,10,12"	0.061950307	0.036449829	0.089217515	-0.098998582	0.222899196
"2,5,13"	0.061686131	0.037892163	0.103550223	-0.105631572	0.229003834
"4,11,13,15"	0.061546964	0.030848468	0.046038455	-0.074668401	0.197762329
"3,4,8,13,14"	0.061482347	0.016861069	0.000266462	-0.012969862	0.135934557
"3,6,13,15"	0.061405304	0.029568594	0.037838651	-0.069158613	0.191969221
"8,9,12,14"	0.061404381	0.029309914	0.036180541	-0.068017303	0.190826064
"1,6,12"	0.061314408	0.037861243	0.105362792	-0.105866762	0.228495578
"2,7,8,14"	0.061242022	0.029121768	0.035478755	-0.067348876	0.189832919
"6,7,11,13,15"	0.060996584	0.01763661	0.000544041	-0.016880129	0.138873297
"4,10,11,12,13"	0.060937457	0.045296262	0.178537573	-0.139073995	0.260948908
"3,4,5,8"	0.060868543	0.02913684	0.036712453	-0.06778891	0.189525996
"6,8,10,11,15"	0.060842096	0.017616625	0.000553905	-0.016946369	0.138630561
"4,12"	0.060840789	0.041400962	0.141696024	-0.121970464	0.243652042
"4,8,12,15"	0.060425128	0.029551933	0.040893759	-0.070065218	0.190915475
"5,6,12,14"	0.060297411	0.02945016	0.040625249	-0.069743543	0.190338366
"7,8,10,11,15"	0.060187087	0.017630265	0.000641518	-0.017661609	0.138035783
"1,4,5,9"	0.060179541	0.029128873	0.038840905	-0.068442733	0.188801814
"7,9,12"	0.059876458	0.038034809	0.115441152	-0.108071116	0.227824031
"1,10,15"	0.059695495	0.050500662	0.237187606	-0.163296651	0.28268764
"5,6,7,11,14"	0.059625461	0.016768678	0.000377568	-0.014418786	0.133669709
"9,10,15"	0.059510803	0.0499083	0.23311444	-0.160865692	0.279887297
"4,8,11,12"	0.059491255	0.030468502	0.050883985	-0.075046321	0.194028832
"1,3,12"	0.059384229	0.037850013	0.116675435	-0.107747356	0.226515814
"1,3,8"	0.059328292	0.037536016	0.113988903	-0.106416799	0.225073383
"6,8,10,11"	0.059273473	0.03714124	0.110524961	-0.104728431	0.223275377
"1,7,9,14"	0.059002563	0.029098398	0.042602208	-0.069485144	0.187490271
"6,8,9,10"	0.058982577	0.031813365	0.063748057	-0.081493414	0.199458568
"1,5,13,15"	0.058851832	0.029749695	0.047913205	-0.072511759	0.190215422
"9,11,13,14,15"	0.058753758	0.017783917	0.000955301	-0.019773406	0.137280922
"2,5,9,15"	0.058701013	0.029418051	0.046009069	-0.071198161	0.188600187
"3,10,11,12,14"	0.058580157	0.021463265	0.006350845	-0.036193641	0.153353956
"3,8,13,14,15"	0.058562627	0.016907219	0.00053355	-0.016093363	0.133218618
"8,12,13,14"	0.058419711	0.030506878	0.05550774	-0.076287317	0.193126739
"1,6,10,11"	0.058358	0.036853844	0.11332039	-0.104374874	0.221090873
"4,5,10,11,14"	0.058328625	0.017674349	0.000967541	-0.019714729	0.136371978
"5,9,10,12,14"	0.057920163	0.017453028	0.00090587	-0.019145917	0.134986243
"1,2,3,4,14"	0.057777131	0.01656032	0.000485852	-0.015347082	0.130901344
"1,6,10,13"	0.057606047	0.036836053	0.117865352	-0.105048264	0.220260357
"2,7,13,14,15"	0.05757579	0.016869188	0.000643347	-0.016912273	0.132063854
"4,12,13,14"	0.057370226	0.030488909	0.059891549	-0.077257459	0.191997911
"10,13,15"	0.057248322	0.073996619	0.439138304	-0.269493233	0.383989877
"4,5,7,14"	0.057224169	0.029202995	0.050061579	-0.071725398	0.186173736
"6,12"	0.057219852	0.041468717	0.167650604	-0.125890581	0.240330285
"3,4,5,10"	0.057184605	0.031993474	0.073887459	-0.084086678	0.198455888
"6,7,10,13"	0.057008802	0.037314067	0.126572187	-0.107756241	0.221773846
"2,3,7,10,13"	0.056949019	0.01756284	0.00118603	-0.02060195	0.134499987
"4,8,9,14,15"	0.056888666	0.016651329	0.000635394	-0.016637411	0.130414744
"3,4,5,14,15"	0.056151026	0.016639323	0.000740342	-0.017322038	0.12962409
"2,3,6,12,14"	0.056098842	0.016698033	0.000781681	-0.017633464	0.129831148
"4,8,9,11,13"	0.056033473	0.017635792	0.001488523	-0.021839625	0.133906571
"7,10,12,14,15"	0.055928492	0.017488102	0.001385116	-0.021292462	0.133149447
"1,4,7,10,14"	0.055714332	0.016774615	0.000897102	-0.018356131	0.129784795
"2,4,8,9"	0.055591969	0.029058871	0.055748939	-0.0727212	0.183905139
"2,6,8,15"	0.055493138	0.029245555	0.057774676	-0.073644358	0.184630634
"5,9,10,15"	0.055336728	0.03245653	0.088216177	-0.087979242	0.198652697
"8,10,13,14"	0.055042271	0.037223033	0.139228801	-0.1093208	0.219405343
"5,6,13"	0.054852463	0.037912289	0.147958178	-0.112554109	0.222259034
"4,9,12,15"	0.054746169	0.02953451	0.063803147	-0.075667246	0.185159583
"1,4,11,15"	0.054688116	0.029572566	0.064428222	-0.07589334	0.185269573
"10,11,12,15"	0.054673241	0.062557	0.382140249	-0.221555211	0.330901693
"6,7,8,10,15"	0.054658638	0.016781427	0.001127079	-0.019441902	0.128759178
"4,6,7,12,15"	0.054411509	0.016727789	0.001144386	-0.019452188	0.128275207
"2,5,7,15"	0.054370745	0.029568585	0.065956122	-0.07619313	0.184934619
"4,5,8,9"	0.054330252	0.029120252	0.062092004	-0.074253955	0.182914458
"4,12,14,15"	0.054326451	0.029583696	0.066315441	-0.07630415	0.184957052
"7,9,10,11,14"	0.054148383	0.017583865	0.002076144	-0.023495426	0.131792191
"3,5,6,15"	0.054112974	0.029450041	0.066155192	-0.075927458	0.184153405
"8,9,10,12,15"	0.053882752	0.017460613	0.002031144	-0.023216821	0.130982325
"3,6,11,12"	0.053805595	0.03054031	0.078116916	-0.081049058	0.188660249
"3,6,7,13"	0.053420278	0.029402601	0.069251029	-0.076410677	0.183251233
"8,10,14,15"	0.053376379	0.032338142	0.098838698	-0.08941683	0.196169587
"6,10,14,15"	0.053356511	0.032290918	0.098471718	-0.089228175	0.195941197
"4,6,8,12"	0.053100489	0.029332492	0.070261731	-0.076420887	0.182621864
"6,9,12"	0.05297979	0.037820422	0.161278645	-0.114021128	0.219980708
"1,2,7,12"	0.05233777	0.029433903	0.075391881	-0.0776314	0.18230694
"6,8,12,13,14"	0.05217567	0.017541591	0.002938402	-0.025281474	0.129632814
"5,8,11,14,15"	0.052066155	0.016878068	0.002038798	-0.022461117	0.126593427
"3,10,14"	0.051988805	0.048941121	0.288122111	-0.164116985	0.268094596
"3,4,5,14"	0.051896949	0.029141262	0.074944799	-0.076780026	0.180573924
"8,9,13,14,15"	0.05189202	0.016903425	0.00214348	-0.022747217	0.126531257
"2,3,4,11,13"	0.051829607	0.017596957	0.003228578	-0.02587201	0.129531224
"7,10,11,13,14"	0.051614284	0.022208004	0.020126387	-0.046448004	0.149676573
"4,9,14"	0.051588693	0.037556042	0.169563848	-0.114244822	0.217422207
"4,6,11,12,15"	0.051484921	0.017430047	0.003141722	-0.025479684	0.128449527
"8,11,12,13,15"	0.051387223	0.022042515	0.019746505	-0.045944326	0.148718772
"5,7,8,11,14"	0.05137269	0.016798094	0.00222869	-0.022801446	0.125546826
"5,6,13,15"	0.051198171	0.029756338	0.085339183	-0.080194754	0.182591097
"4,9,12"	0.051050917	0.037796628	0.176811964	-0.115844936	0.21794677
"3,13"	0.05100271	0.041306126	0.216935241	-0.131389781	0.233395201
"7,9,12,14,15"	0.05087149	0.016748166	0.002388419	-0.023082183	0.124825163
"6,10,11,12,15"	0.050852051	0.021379977	0.017391085	-0.043553979	0.145258082
"1,3,9,11"	0.050795795	0.029319501	0.083198181	-0.07866822	0.18025981
"8,10,13"	0.050751309	0.068902187	0.461390463	-0.253495126	0.354997744
"9,14"	0.050728035	0.041165432	0.217849598	-0.131043205	0.232499275
"6,10,12,13,15"	0.050721282	0.021592885	0.018832474	-0.044624867	0.146067431
"6,8,15"	0.050503661	0.037811937	0.181674401	-0.116459794	0.217467116
"1,4,7"	0.050360508	0.037657444	0.181126238	-0.11592076	0.216641777
"1,3,7,13,14"	0.050174542	0.016787794	0.00280388	-0.023954113	0.124303197
"1,6,10,15"	0.050135434	0.032171857	0.11915967	-0.091923524	0.192194391
"2,5,6,7,11"	0.050115451	0.016737055	0.002753571	-0.023789159	0.124020061
"2,7,13,14"	0.050077442	0.029394556	0.088462508	-0.079717988	0.179872872
"6,8,13"	0.050017239	0.037797288	0.185746778	-0.11688153	0.216916008
"2,4,5,12"	0.049965307	0.029444458	0.089721365	-0.080050472	0.179981085
"1,2,6,14"	0.049948626	0.029067518	0.085742116	-0.078402723	0.178299976
"2,7,10,14,15"	0.049786786	0.016818094	0.003076128	-0.024475664	0.124049236
"4,7,11"	0.049742467	0.037953782	0.190002652	-0.117847322	0.217332256
"5,9,14,15"	0.049732978	0.029418229	0.090935107	-0.08016698	0.179632937
"3,4,12,15"	0.049638437	0.02958151	0.093355031	-0.080982512	0.180259386
"3,4,11,12"	0.049589921	0.030479926	0.103755905	-0.084998097	0.184177939
"7,8,9,15"	0.049571071	0.029343463	0.091166661	-0.079998748	0.17914089
"4,6,7,10,12"	0.049487844	0.017428704	0.004522801	-0.027470834	0.126446522
"5,8,9,10,12"	0.049476281	0.017472607	0.004634515	-0.027676256	0.126628817
"2,11,12,13"	0.049358603	0.03592895	0.169520994	-0.109290279	0.208007485
"9,14,15"	0.049286506	0.037789433	0.192163443	-0.117577579	0.216150592
"1,2,12,14"	0.049028718	0.029303909	0.094317597	-0.080366449	0.178423885
"2,3,12"	0.048948655	0.03786349	0.196103564	-0.118242439	0.216139749
"3,5,9,10,11"	0.048875233	0.017550093	0.005358408	-0.028619452	0.126369918
"6,10,11,13,15"	0.048727706	0.021896856	0.026067918	-0.047960669	0.145416082
"7,8,9,11"	0.048684356	0.029398302	0.097728885	-0.081127614	0.178496326
"1,2,3,6,11"	0.048663234	0.016726279	0.003624515	-0.025193797	0.122520265
"1,6,11,12,13"	0.04865704	0.021623871	0.024447696	-0.046825934	0.144140013
"2,6,8,10,13"	0.04856425	0.017573412	0.005722503	-0.029033404	0.126161904
"3,4,6,9,10"	0.048545496	0.016735342	0.003725581	-0.025351551	0.122442543
"3,6,9,14"	0.048275192	0.029074284	0.096844621	-0.080106034	0.176656418
"1,4,12"	0.04822371	0.037828723	0.202394942	-0.118813863	0.215261282
"4,11,13,14"	0.04821333	0.030646531	0.115683413	-0.087110357	0.183537017
"6,9,10,13,15"	0.048127899	0.01762062	0.006312099	-0.029678209	0.125934006
"6,7,12,14"	0.048009443	0.029435473	0.102901384	-0.081966661	0.177985548
"2,4,9,14,15"	0.047972331	0.016611081	0.003880622	-0.025376024	0.121320686
"6,10,11,12,13"	0.047729231	0.040721678	0.241174295	-0.132082558	0.22754102
"7,9,11,12,14"	0.047700661	0.017434742	0.006224285	-0.029284678	0.124686
"3,6,8,10"	0.047603149	0.031831198	0.134799774	-0.092951587	0.188157885
"1,5,10,12"	0.047593976	0.0374968	0.204352488	-0.11797795	0.213165903
"9,10,11,13,15"	0.047457742	0.022101254	0.031779856	-0.050133179	0.145048663
"1,3,6"	0.04737817	0.037596737	0.207620675	-0.118635039	0.213391379
"4,13"	0.047331692	0.041370679	0.252597978	-0.135345841	0.230009225
"8,9"	0.047164746	0.041131262	0.251521182	-0.134455613	0.228785105
"8,11,12,15"	0.047064257	0.030723547	0.125568766	-0.088599501	0.182728014
"1,4,8,14"	0.046974522	0.029093128	0.106404127	-0.081489912	0.175438956
"2,9,10"	0.046970609	0.048481016	0.33263157	-0.167103533	0.26104475
"1,3,11,15"	0.04695678	0.02960275	0.112699515	-0.083757954	0.177671514
"1,2,8,10,11"	0.046944674	0.017544126	0.007459764	-0.030523661	0.124413009
"4,5,10,15"	0.046827824	0.032547852	0.150237157	-0.096891388	0.190547037
"5,7,12,13"	0.046669763	0.030812604	0.129878005	-0.089387237	0.182726764
"9,13"	0.046665056	0.041292697	0.258442935	-0.135668138	0.22899825
"5,7,10,13"	0.046644215	0.038254284	0.222734076	-0.122272479	0.215560908
"7,8,11,13"	0.046635138	0.030626659	0.12784685	-0.0886008	0.181871076
"1,9,11,13"	0.046596403	0.030449008	0.125952626	-0.087855096	0.181047902
"6,7,8,11"	0.046364799	0.029406054	0.114874877	-0.083481399	0.176210997
